category,contents,language,lectureLink,lectureName,lecturer,level,numOfLectures,price,rating,siteIdx,subCategory,thumbnail,totalDuration,type
,"Course Introduction: Progressive Web Apps in React with create-react-appCreate a Progressive Web App with React and Register a Service WorkerView the Service Worker and the Cache, and Debug a PWA with Chrome¡¯s Dev ToolsUse a Custom Service Worker in a create-react-app PWA without EjectingPre-cache Static Resources with Workbox and View a React PWA OfflineListen for `install` and `activate` PWA Events in a Service WorkerCache Third Party Resources from a CDN in a React PWACache JSON Data in a React PWA with Workbox, and Display it while OfflineAdd an Offline Status Indicator to a PWA with ReactShow an Error when a POST or DELETE Fails in an Offline PWAAdd a Custom App Icon to a PWA built with create-react-appChange the Name and Short Name of a PWA built with create-react-appAdd a PWA to the Home Screen of an iOS or Android Device, and the Chrome App Home ScreenAdd Navigation Elements in React to a PWA in Standalone ModeAccess the Camera in a PWA built with ReactAdd Push Notifications to a PWA with React in Chrome and on AndroidDisable Text Selection and Touch Callouts in a PWA on iOSChange the Status Bar Color on iOS and Android in a PWACustomize the Splash Screen of a PWA built with create-react-appDo a PWA Audit with Lighthouse using Chrome Dev Tools",en,https://egghead.io/courses/progressive-web-apps-in-react-with-create-react-app,Progressive Web Apps in React with create-react-app,Chris Achard,6,20,-1,4.5,8,React,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/266/thumb/EGH_PWAReact_Final.png,45,on
,Model Content in the Contentful Web AppModel Content programmatically using the contentful-migration tool Add Contentful as a data source for GatsbyList data entries from Contentful in GatsbyProgrammatically create Gatsby pages from Contentful dataRender Contentful rich text in GatsbyUse Graphql backreference to avoid circular dependencies between Content modelDeploy a Gatsby website on NetlifyTrigger Netlify Builds when content changes in Contentful,en,https://egghead.io/courses/build-content-rich-progressive-web-apps-with-gatsby-and-contentful,Build Content Rich Progressive Web Apps with Gatsby and Contentful,Khaled Garbaya,6,9,-1,4.4,8,Gatsby,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/308/thumb/EGH_GatsbyContentful_Final.png,33,on
,"Setup and Introduction to SQL FundamentalsCreate a Table with SQL CreateAdd Data to a Table with SQL InsertQuery Data with the Select Command in SQLUpdate Data in a Table with SQL UpdateRemoving Data with SQL Delete, Truncate, and DropKeep Data Integrity with Constraints Organize Table Data with IndexesSelect Grouped and Aggregated Data with SQLConditionally Select out Filtered Data with SQL WhereCombining Tables Together with SQL Join StatementsSubquery Dynamic Datasets in SQL",en,https://egghead.io/courses/sql-fundamentals,SQL Fundamentals,Tyler Clark,6,12,-1,4.2,8,PostgreSQL,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/273/thumb/EGH_SQLFundamentals_Final.png,33,on
,Introduction to Refactoring a React Application to React HooksRefactor a Class Component with React hooks to a FunctionHandle Deep Object Comparison in React's useEffect hook with the useRef HookSafely setState on a Mounted React Component through the useEffect HookExtract Generic React Hook Code into Custom React HooksTrack Values Over the Course of Renders with React useRef in a Custom usePrevious HookRefactor a React Class Component with useContext and useState HooksRefactor a render Prop Component to a Custom React HookHandle componentDidMount and componentWillUnmount in React Component Refactor to HooksDynamically Import React Components with React.lazy and SuspensePreload React Components with the useEffect Hook,en,https://egghead.io/courses/simplify-react-apps-with-react-hooks,Simplify React Apps with React Hooks,Kent C. Dodds,6,11,-1,4.6,8,React,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/263/thumb/EGH_SimplifyHooks_Final.png,38,on
,Set up a Shopify AccountSet up a WordPress accountSetup and Run a Gatsby SiteConvert Gatsby Site to Yarn Workspace ProjectOverview of Gatsby Site Example ProjectCreate a Marketing Gatsby ThemeBuild an Advanced Gatsby Theme ShopifyCreating a Blog ThemeUse Schema Customization to Support MDX and WordPress Powering BlogPost with WordPress and MDX,en,https://egghead.io/courses/composable-gatsby-themes,Composable Gatsby Themes,Chris Biscardi,6,10,-1,4.1,8,Gatsby,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/355/thumb/GatsbyThemes.png,52,on
,Course Introduction: Data Structures and Algorithms in JavaScriptQueue Data Structure in JavaScriptPriority Queue JavaScript Data Structure Stack Data Structure in JavaScriptLinked List Data Structure in JavaScriptJavaScript Graph Data StructureBreadth First JavaScript Search Algorithm for GraphsWrite a Depth First Search Algorithm for Graphs in JavaScriptTree Data Structure in JavaScriptBuild a Binary Tree  in JavaScript and Several Traversal AlgorithmsSort an Array with a JavaScript do while Loop using Bubble SortSort an Array with a Nested for Loop using Insertion Sort in JavaScriptDivide and Recurse Over an Array with Merge Sort in JavaScriptRecursively Sort an Array in JavaScript with Quick Sort,en,https://egghead.io/courses/data-structures-and-algorithms-in-javascript,Data Structures and Algorithms in JavaScript,Kyle Shevlin,6,14,-1,4.5,8,JavaScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/261/thumb/EGH_JSAlgorithms_Final.png,49,on
,Setup a TypeScript ProjectConfigure TypeScript for React and JSXUnderstand the TypeScript Compiler AKA tscExplore TypeScript by Writing FunctionsUnlock TypeScript's Features in Vanilla JS with @ts-check and JSDocWork with DOM Elements in TypeScript using Type AssertionsCreate Your First Generic in TypeScriptUse Type Definitions for Popular Projects on npm with @types,en,https://egghead.io/courses/up-and-running-with-typescript,Up and Running with TypeScript,John Lindquist,6,8,-1,4.3,8,TypeScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/052/thumb/EGH_Typescript_Plumbing_image.png,22,on
,Introduction to Reusable State and Effects with React HooksEnvironment Setup for React HooksAdd State with the useState Hook to a React Function ComponentAdd Linting to Help Enforce Rules when Using React HooksAdd a Lifecycle Event with the useEffect Hook to a React Function ComponentUse the React useRef Hook to Reference a DOM Element or Simulate an Instance VariableWrite Custom Hooks to Share Logic Between React Function ComponentsLeverage an Existing Community Hook in Your React Function ComponentUse the useReducer Hook and Dispatch Actions to Update State Use the useContext Hook to Wire-up the React Context API Simulate PureComponent with a React Function ComponentLeverage the React useMemo Hook for Expensive OperationsConvert a Render Props Component using a Custom React Hook,en,https://egghead.io/courses/reusable-state-and-effects-with-react-hooks,Reusable State and Effects with React Hooks,Elijah Manor,6,13,-1,4.6,8,React,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/264/thumb/EGH_ReactHooks_Final_%281%29.png,57,on
,Getting started with Express and Socket.ioSet up a simple Socket.io client to connect to the server.Connect a Vue.js Component to a Socket.io serverDisplay a broadcast message using a Vuetify snackbar component which is sent via Socket.ioMapping a Socket.io id to a known User using an example Vue component.Build a Vue Component to send a message to specific users using Socket.ioHandle Client and Server disconnects using Socket.ioSending an Image from Express to a Vue Component using Socket.ioBuilding an acknowledgement function to a Vue Socket.io emit method,en,https://egghead.io/courses/vue-and-socket-io-for-real-time-communication,Vue and Socket.io for Real-Time Communication,Mark Barton,6,9,-1,4.4,8,"Express,Vue.js",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/307/thumb/EGH_VueSocket.png,49,on
,Configure Vue.js to Enable RxJS StreamsCreate RxJS Streams in the Vue.js Subscriptions FunctionAccess Events from Vue.js Templates as RxJS Streams with domStreamsStream an API using RxJS into a Vue.js TemplateMap Click Event Streams to Load Data with Vue.js and RxJSSplit a Request into Data Stream and an Image Stream with RxJS and Vue.jsHandle Image Loading Errors in Vue.js with RxJS and domStreamsSwitch to a Function which Creates Observables with Vue.js and RxjsCatch Errors when Data Fails to Load with Vue.js and RxJSShare RxJS Streams to Avoid Multiple Requests in Vue.jsDisable Buttons While Data is Loading with RxJS and Vue.jsPause Until Another Stream Completes with exhaustMap in RxJS and Vue.jsPass Template Data Through domStreams in Vue.js and RxJSWatch Vue.js v-models as Observable with $watchAsObservable and RxJSSync Vue.js Components with Streaming Content using $watchAsObservable and RxJSMap Vue.js Components to Remote Data Streams with RxJSUse Promises with RxJS in Vue.jsCache Remote Data Requests with RxJS and Vue.jsOptimize Bundle Size by Piping Operators with RxJS and Vue.js,en,https://egghead.io/courses/build-async-vue-js-apps-with-rxjs,Build Async Vue.js Apps with RxJS,John Lindquist,6,19,-1,4.6,8,"Vue.js,RxJS",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/202/thumb/Build_Async.png,40,on
,Course Overview: Scalable Offline-Ready GraphQL Applications with AWS AppSync & ReactCreate your first AWS AppSync GraphQL APIExecute Mutations within the AWS AppSync ConsoleExecute Queries within the AWS AppSync ConsoleConnect to AWS AppSync from a React ApplicationExecute Queries to an AWS AppSync GraphQL API from a React ApplicationExecute Mutations to an AWS AppSync GraphQL API from a React ApplicationSubscribe to New Data in a React Application with AWS AppSync GraphQL SubscriptionsBuilding AWS AppSync APIs using the AWS Amplify CLI,en,https://egghead.io/courses/scalable-offline-ready-graphql-applications-with-aws-appsync-react,Scalable Offline-Ready GraphQL Applications with AWS AppSync & React,nader dabit,6,9,-1,4.4,8,"AWS,GraphQL",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/211/thumb/EGH_GraphQL-AWs_Final.png,31,on
,Course Overview: End to End Testing with CypressAdd Cypress to an Existing Application with npmVisit a page with CypressFind and Test Focused Input with Chrome¡¯s DevTools in CypressTest React¡¯s Controlled Input with Cypress Selector PlaygroundReduce Code Duplication in Cypress Tests with beforeEachStub Network Requests in a Cypress TestLoad Data from Test Fixtures in CypressWait for XHR Responses in a Cypress TestCreate a Single Custom Cypress Command from Multiple CommandsStub a Post Request for Successful Form Submission with CypressTest XHR Failure Conditions with CypressInteract with Hidden Elements in a Cypress TestCreate Aliases for DOM Elements in Cypress TestsTest Variations of a Feature in Cypress with a data-driven TestAccess step-by-step Logs with Chrome devTools and Cypress UICreate True end-to-end Tests with CypressRun Cypress Tests without the UI,en,https://egghead.io/courses/end-to-end-testing-with-cypress,End to End testing with Cypress,Andy Van Slaars,6,18,-1,4.7,8,Cypress,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/192/thumb/Cypress_Testing.png,67,on
,Understand Basic CSS SelectorsIdentify Interactive HTML Elements with CSS Link Pseudo ClassesDefine Form Element States with CSS Form Pseudo ClassesTarget Custom HTML Element Patterns with DOM Hierarchy Pseudo Classes in CSSTarget HTML Elements not Explicitly set in the DOM with CSS Pseudo ElementsChain Simple CSS Selectors for Fine-grain DOM Element TargetingAdvanced CSS Selector Chaining for Improved Interaction without JavascriptUnderstand CSS Selector Specificity,en,https://egghead.io/courses/css-selectors-in-depth,CSS Selectors in Depth,Garth Braithwaite,6,8,-1,4.4,8,CSS,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/235/thumb/EGH_CSSSelectors_Final.png,34,on
,Course Intro to Angular ElementsTransform an Angular Component into a native Custom ElementCompile an Angular Component as standalone Custom ElementsUse ngx-build-plus to compile Angular ElementsCommunicate with Angular Elements using Inputs and EventsUse an Angular component inside a React App with Angular ElementsPass data from a React component to an Angular component with Angular ElementsCreate multiple root components in Angular with Angular ElementsUse Angular components in AngularJS applications with Angular Elements,en,https://egghead.io/courses/getting-started-with-angular-elements,Getting Started with Angular Elements,Juri Strumpflohner,6,9,-1,4.6,8,Angular,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/219/thumb/EGH_AngularElements_Final.png,40,on
,Setup your first Dart projectSetup your first Dart project on WindowsSet up your first Dart project on LinuxUnderstand Built-in types in DartUnderstand Variables and Constants in DartDefine Optional Named and Positional Parameters for Functions and Methods in DartControl Flow Statements in DartUnderstand Classes and Inheritance in DartDefine Interfaces and Share Class Members through Mixins in DartCapture and Return Asynchronous Values with Futures in DartCapture and Handle Data Sequences with Streams in DartManage Package Dependencies with PubManipulate Strings in DartManipulate Lists/Arrays in DartAdd New Methods to inbuilt Classes and Interfaces with Extension Methods in Dart,en,https://egghead.io/courses/get-started-with-dart,Get Started with Dart,Jermaine Oppong,6,15,-1,4.1,8,Dart,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/268/thumb/EGH_Dart.png,37,on
,Introduction to Prototypal Inheritance in JavaScriptLink to Other Objects through the JavaScript Prototype ChainPrototype Delegation with JavaScript's new KeywordUnderstanding the .constructor property on JavaScript ObjectsUnderstand JavaScripts this keyword within PrototypesUse JavaScript's for-in Loop on Objects with PrototypesCompose Objects with Object.assign to Create a Direct CopyUnderstanding Prototype Delegation within JavaScript's Class KeywordAssign and Access Methods of a JavaScript Class with Static PropertiesDetermine an Object's Constructor with JavaScripts instanceof OperatorCreate Factory Functions for Object CompositionUse Polymorphism with Prototype Linked ObjectsReplicate JavaScript Constructor Inheritance with Simple Objects (OLOO),en,https://egghead.io/courses/understanding-javascript-s-prototypal-inheritance,Understanding JavaScript's Prototypal Inheritance,Tyler Clark,6,13,-1,4.3,8,JavaScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/205/thumb/EGH_JSProtoInheritance.png,27,on
,Create a Generic Subscriber in RxJSExtend Subscriber to Override `_next` in RxJSConnect a Source to a Subscriber with RxJS `pipe`Use `lift` to Connect a `source` to a `subscriber` in RxJSCreate a Reusable Operator from Scratch in RxJSCreate Operators from Existing Operators in RxJSImplement the `map` Operator from Scratch in RxJSChain RxJS Operators Together with a Custom `pipe` Function using Array.reduceImplement RxJS `mergeMap` through inner Observables to Subscribe and Pass Values ThroughImplement RxJS `switchMap` by Canceling Inner Subscriptions as Values are Passed ThroughImplement RxJS `concatMap` by Waiting for Inner Subscriptions to Complete`add` Inner Subscriptions to Outer Subscribers to `unsubscribe` in RxJS,en,https://egghead.io/courses/build-your-own-rxjs-pipeable-operators,Build Your Own RxJS Pipeable Operators,John Lindquist,6,12,-1,4.4,8,RxJS,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/230/thumb/EGH_RxJs_Pipeable.png,31,on
,Course Introduction: Beautiful and Accessible Drag and Drop with react-beautiful-dndSet up a React Environment with create-react-appCreate and Style a List of Data with ReactReorder a List with react-beautiful-dndPersist List Reordering with react-beautiful-dnd using the onDragEnd CallbackCustomise the Appearance of an App during a Drag using react-beautiful-dnd snapshot ValuesCustomise the Appearance of an App using react-beautiful-dnd onDragStart and onDragEndDesignate Control of Dragging for a react-beautiful-dnd Draggable with dragHandlePropsMove Items between Columns with react-beautiful-dnd using onDragEndConditionally Allow Movement using react-beautiful-dnd Draggable and Droppable PropsCreate Reorderable Horizontal Lists with react-beautiful-dnd direction propReorder Columns with react-beautiful-dndOptimize Performance in react-beautiful-dnd with shouldComponentUpdate and PureComponentCustomize Screen Reader Messages for Drag and Drop with react-beautiful-dnd,en,https://egghead.io/courses/beautiful-and-accessible-drag-and-drop-with-react-beautiful-dnd,Beautiful and Accessible Drag and Drop with react-beautiful-dnd,Alex Reardon,6,14,-1,4.7,8,React,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/209/thumb/React_Dnd_Final.png,63,on
,Course Introduction: GraphQL with React and Apollo ClientSetup and Connect an Apollo Client to a React Application with Apollo ProviderFetch Data using the Apollo Query ComponentProvide Dynamic Arguments in a Apollo Query Component with GraphQL VariablesUpdate Data using the Apollo Mutation componentManage Local State using Apollo by extending the GraphQL Schema on the ClientRefetch Data with the Apollo Query Component either Manually or on Timed Intervals,en,https://egghead.io/courses/graphql-data-in-react-with-apollo-client,GraphQL Data in React with Apollo Client,Nik Graf,6,7,-1,4.3,8,"React,Apollo,GraphQL",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/231/thumb/EGH_Apollo-GraphQL-React_Final.png,23,on
,"Course Overview: Manage React Form State with redux-formBootstrap a create-react-app project with React, Redux, and redux-formCreate a Simple Form Field in redux-formUse a Custom Input Component as a redux-form FieldSet an Initial Value of a Form Field using redux-formAccess the State of redux-form Fields using the `meta` propAdd Synchronous Validation to a redux-form using a Validation FunctionAdd Synchronous Validation to a redux-form using field-level ValidationAdd Styles that Reflect the Validity of redux-form FieldsAccess Other Values of the Current Form with redux-formUse Asynchronous Validation after Submitting a Form in redux-formUse Asynchronous Blur Validation while a Form is being Filled out using redux-formLimit or Control What gets Input into a redux-form Field using normalizingUse FieldArray to deal with multiple similar fields",en,https://egghead.io/courses/manage-react-form-state-with-redux-form,Manage React Form State with redux-form,Rory Smith,6,14,-1,4.6,8,"React,Redux",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/197/thumb/Manage_React_Form.png,46,on
,Course Overview: Automate Daily Development Tasks with BashNavigate the Filesystem in BashView Files and Folders in BashCreate and Delete Files and Folders in BashMove and Copy Files and Folders with BashFind Files and Folders with `find` in BashSearch for Text with `grep`Make HTTP Requests in Bash with `curl`Create and Run Bash Scripts with Command Line ArgumentsStore and Use Values with Bash VariablesUnderstand and Use Functions in BashUnderstand Exit Statuses in BashUse Conditional Statements in BashChain Commands with Pipes and Redirect Output in Bash,en,https://egghead.io/courses/automate-daily-development-tasks-with-bash,Automate Daily Development Tasks with Bash,Cameron Nokes,6,14,-1,4.4,8,Bash,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/199/thumb/EGH_BashDailyTasks_Final.png,46,on
,Course Overview: Advanced Angular Component PatternsExpose an Angular Component¡¯s State to the Parent ComponentWrite Compound Components with Angular¡¯s ContentChildCommunicate Between Components Using Angular Dependency InjectionRefactor Angular Component State Logic into DirectivesOverride Component UI with an Angular TemplateRefModify User Provided UI with Angular Content DirectivesAllow Users to Configure Angular Content DirectivesExpose Angular Component Logic Using State Reducers,en,https://egghead.io/courses/advanced-angular-component-patterns,Advanced Angular Component Patterns,Isaac Mann,6,9,-1,4.3,8,Angular,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/215/thumb/EGH_AdvAngularPatts_Final.png,31,on
,Install & Configure the AWS Amplify CLICreate & Configure an AWS Amplify Project with a React ApplicationUse the AWS Amplify withAuthenticator HOC to Implement a React User Authorization FlowManually Sign Up New Users in React with AWS Amplify Auth Class Create & Interact with an AWS AppSync GraphQL API with AWS AmplifyCreate & Interact with a Serverless REST API with AWS Lambda from ReactStore Data in Amazon S3 with React Deploy Your React Application to AWS Using the Amplify CLI,en,https://egghead.io/courses/building-serverless-web-applications-with-react-aws-amplify,Building Serverless Web Applications with React & AWS Amplify,nader dabit,6,8,-1,4.4,8,"React,React Native,AWS",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/217/thumb/EGH_AmplifyAWS_React_Final.png,33,on
,Introducing Reduce Redux Boilerplate with Redux-ActionsAdd redux-actions as a Dependency of a React and Redux AppRefactor a Redux Action Creator using the createAction function from redux-actionsModify a Redux Action¡¯s Payload upon Creation with redux-actionsCreate Multiple Redux Actions with an Action Map in redux-actionsCreate a Reducer Function for a Specific Redux Action using redux-actionsCombine Individual Reducer Functions into a Single Reducer with reduce-reducersHandle Multiple Actions using a Single Function with combineActions in redux-actionsCreate a Reducer Function for Multiple Redux Actions using redux-actionsHandle Error Conditions in a Reducer using redux-actionsAdd Meta Data to a Redux Action with redux-actions,en,https://egghead.io/courses/reduce-redux-boilerplate-with-redux-actions,Reduce Redux Boilerplate with Redux-Actions,Andy Van Slaars,6,11,-1,4.5,8,Redux,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/140/thumb/EGH_ReduxActions_1_Final.png,39,on
,Course Overview: Develop a Serverless Backend using Node.js on AWS LambdaCreate a User and setup the AWS CLI to interact with AWSSetup the Serverless FrameworkDeploy a Node.js function to AWS Lambda using the Serverless FrameworkAttach a HTTP endpoint to an AWS Lambda function using the Serverless FrameworkDeploy a DynamoDB table to AWS using the Serverless FrameworkDeploy an AWS Lambda function to store data in DynamoDB using the Serverless FrameworkDeploy an AWS Lambda to retrieve a record from DynamoDB with the Serverless Framework,en,https://egghead.io/courses/develop-a-serverless-backend-using-node-js-on-aws-lambda,Develop a Serverless Backend using Node.js on AWS Lambda,Nik Graf,6,8,-1,4.3,8,"AWS,Node.js",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/212/thumb/Egh_NodeAWSServerless_Final.png,15,on
,Course Overview: SEO Friendly Progressive Web Applications with Angular UniversalScaffold a New Angular App using Angular CLIAdd Bootstrap to an Angular CLI ProjectConfigure Defaults for Generating Code with Angular CLICreate Application Layout with Components in an Angular CLI ProjectCreate Container Components for Retrieving Data in an Angular CLI ProjectUse the Angular CLI Environment to Define ConstantsCreate an Angular Service to Retrieve Data from an API Create Presentational Components for Displaying Data in an Angular CLI ProjectCreate Angular Resolvers to retrieve the product data from the ServiceServer Side Render an Angular CLI Project with Angular UniversalDeploy an Angular CLI Project to now.shAdd dynamic metadata to an Angular CLI ProjectMake a Progressive Web Application from an Angular CLI project,en,https://egghead.io/courses/seo-friendly-progressive-web-applications-with-angular-universal,SEO Friendly Progressive Web Applications with Angular Universal,Bram Borggreve,6,14,-1,4.3,8,Angular,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/173/thumb/EGH_Angular-Universal_1000.png,28,on
,Composing CSS Utility Classes with Tailwind Course IntroductionCompile Tailwind to CSS with gulpCreate Custom Utility Classes in TailwindApply mobile-first Responsive Classes in TailwindStyle Elements on hover and focus with Tailwind¡¯s State VariantsChange Styles on Multiple Elements with Tailwinds group-hoverControl What Variations are Generated for Each Utility Class Module in TailwindKeep Specificity in Check when Working with TailwindExtending Tailwind with Responsive Custom Utility ClassesAbstract Utility Classes to BEM Components in TailwindCreate a Responsive Card Component by Composing Tailwind's Utility ClassesCustomize Tailwind¡¯s Naming Convention for Generated Utility ClassesRemoving Unused CSS in Tailwind with PurgeCSS,en,https://egghead.io/courses/build-user-interfaces-by-composing-css-utility-classes-with-tailwind,Build User Interfaces by Composing CSS Utility Classes with Tailwind,Simon Vrachliotis,6,13,-1,4.5,8,"Tailwind,CSS",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/183/thumb/EGH_CSSUtilityTailwinds.png,21,on
,"Introducing Angular Service Injection with the Dependency InjectorDefine an Angular ServiceRegister a Service to Angular¡¯s Dependency Injection MechanismCreate Multiple Angular Service InstancesDefine an Aliased Class Provider in AngularSimplify an Angular Service using a JavaScript Object as a Value ProviderInstantiate a Service using an Angular Factory ProviderPass Dependencies to a Factory Provider in AngularOverwrite a Service in a Component Subtree in AngularUse an Abstract Class as DI Token for your Services in AngularControl the dependency lookup with @Host, @SkipSelf and @OptionalAvoid Multiple Service Instances in Lazy Loaded Modules in Angular",en,https://egghead.io/courses/angular-service-injection-with-the-dependency-injector-di,Angular Service Injection with the Dependency Injector (DI),Juri Strumpflohner,6,12,-1,4.5,8,Angular,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/189/thumb/EGH_AngularServicesDI-2.png,36,on
,React with Mobx and TypeScript course introductionUsing MobX to Isolate a React Component State Understand and Control Mutations with MobX Dev Tools and @action in ReactOptimize Performance in a React App with MobX @computed PropertiesMaintainable Application State React Class Pattern using MobXCreating Reusable State Class Driven React ComponentsTest a React Applications using MobX with Jest,en,https://egghead.io/courses/develop-react-applications-with-mobx-and-typescript,Develop React Applications with Mobx and TypeScript,Basarat Ali Syed,6,7,-1,4.2,8,"React,MobX,TypeScript",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/184/thumb/EGH_React_Mobx_TS.png,24,on
,Introduction to Algorithms in JavaScriptRefactor a Loop in JavaScript to Use RecursionCreate a Divide and Conquer Function in JavaScriptCreate a Selection Sort Function in JavaScriptSort a Array with a QuickSort Function in JavaScriptRefactor a Linear Search into a Binary Search with JavaScriptSolve Complex Problems in JavaScript with Dynamic ProgrammingImplement a Breadth-first Search Function in JavaScriptClassify Mystery Items with the K-Nearest Neighbors Algorithm in JavaScriptPredict Outcomes with Regression Functions in JavaScript,en,https://egghead.io/courses/algorithms-in-javascript,Algorithms in JavaScript,Tyler Clark,6,10,-1,4.2,8,JavaScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/259/thumb/EGH_JSBasic-Algorithms_Final.png,42,on
,this in the Global Contextthis in Function Callsthis in Constructor Callsthis in Method CallsSpecify this using .call() or .apply()Hard-Bind a Function's this Value with the .bind() MethodCapture this with an Arrow Functionthis in Class Bodies,en,https://egghead.io/courses/understand-javascript-s-this-keyword-in-depth,Understand JavaScript's this Keyword in Depth,Marius Schulz,6,8,-1,4.6,8,JavaScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/167/thumb/EGH_JSthis_1000.png,18,on
,Course Overview: Testing React Components with Enzyme and JestInstall Enzyme and Configure JestTest Against Different React Releases with EnzymeShallow Render a React Component with EnzymeFind Nodes from a Shallow Rendered ComponentUnderstand the Different Accepted Selectors in EnzymeTest Enzyme Rendered Components with Jest SnapshotsTest React Component Props with Enzyme and JestFully Render React Components with EnzymeTest Simulated Event Handlers with EnzymeTest New Component State with setState in EnzymeTest React Component Lifecycle Methods with EnzymeTest React Component Methods with EnzymeTesting React Forms with EnzymeTest Redux Connect Components with Enzyme,en,https://egghead.io/courses/test-react-components-with-enzyme-and-jest,Test React Components with Enzyme and Jest,Tyler Clark,6,15,-1,4.4,8,"React,Jest",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/198/thumb/EGH_TestReactJest-edited.png,41,on
,Course Overview: Reactive State Management in Angular with ngrxSet Up ngrx Store for an Application FeatureIntegrate Redux devtools into an ngrx Angular ApplicationManage Data in the ngrx Store through a Reducer in AngularDispatch Strongly Typed Action Objects to an ngrx Store in Angular Simplify Collection Management with ngrx Entity in AngularSimplify Querying for State with ngrx Selectors in AngularHandle Async Operations with ngrx Effects in AngularImprove Server Communication in Ngrx Effects with NX Data Persistence in AngularConnect Related Angular Data  Models with Computed Data using ngrx SelectorsExtract Implementation Details of ngrx from an Angular Application with the Facade Pattern,en,https://egghead.io/courses/reactive-state-management-in-angular-with-ngrx,Reactive State Management in Angular with ngrx,Lukas Ruebbelke,6,11,-1,4.5,8,"Angular,NgRx",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/270/thumb/EGH_ngrxAngular_Final.png,85,on
,"Course Overview: Get started with ReasonSetting up reason-cli, first Steps with rtop and Editor Support in ReasonBasic Datatypes and Operators in ReasonLet bindings, Type Inference and Type Aliases in ReasonScope in Reasonif-else and Switch Expressions in ReasonRecords and Objects in ReasonVariants and Pattern Matching Variants using switch in ReasonElminate Illegal States in Reason with VariantsUsing Reason's Type optionDeclare Functions in ReasonChain Functions using the pipe/reverse-application Operator in ReasonRecursive Functions in ReasonTuples, Lists and Arrays in ReasonReference Equality vs Structural (deep) EqualityPattern Matching using switch in ReasonType Parameters in ReasonMutable let bindings in ReasonExceptions in ReasonImperative Loops (for & while) in ReasonModules in ReasonFirst steps using Reason with BuckleScript",en,https://egghead.io/courses/get-started-with-reason,Get Started with Reason,Nik Graf,6,22,-1,4.4,8,Reason,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/163/thumb/EGH_Reason_Final.png,73,on
